Customer ID,Age,Gender,City,Account Type,Account Balance,Account Balance After Transaction,Credit Limit,Credit Card Balance
218,23,Male,Columbus,Savings,270.56,3781.46,1243.2,3070.83
219,31,Female,Fort Worth,Current,252.03,220.28,9832.4,627.7
220,43,Other,Louisville,Current,8661.62,8497.36,4280.3,3719.57
221,20,Other,Memphis,Current,1442.61,-1619.03,5988.43,3770.77
222,50,Female,San Francisco,Current,3459.43,4378.32,4107.94,525.49
223,59,Other,Omaha,Current,2824.61,-1336.3,8419.66,1388.13
224,30,Female,Nashville,Savings,2890.5,-250.78,7051.47,4099.49
225,46,Female,El Paso,Current,3353.06,8255.26,8894.78,4810.91
226,26,Female,Oklahoma City,Current,3426.86,7069.6,2909.13,3652.84
227,49,Other,Austin,Current,6239.54,6702.2,6763.76,2006.63
228,39,Female,Fresno,Savings,6324.96,7188.13,5784.83,4136.06
229,39,Other,Jacksonville,Current,5276.63,5518.91,6299.55,1464.49
230,51,Male,Jacksonville,Current,8599.56,4891.09,4288.63,4331.3
231,27,Female,Philadelphia,Savings,8472.15,7829.3,1057.94,214.18
232,42,Other,Mesa,Savings,2250.45,-1071.75,7341.97,4964.63
233,29,Female,Las Vegas,Current,5482.03,2700.6,7429.1,552.67
234,68,Other,Fort Worth,Savings,7859.99,4689.83,8830.44,4575.83
235,20,Other,El Paso,Savings,8682.06,11230.32,9662.69,4262.7
236,36,Male,Portland,Current,2626.34,2701.35,2791.92,1466.02
237,50,Female,Atlanta,Savings,4991.59,3718.03,1613.01,2311.76
238,64,Other,Philadelphia,Savings,5297.77,871.71,8064.15,1072.37
239,43,Male,New York,Current,7026.42,11673.47,8908.27,2405.34
240,30,Other,Philadelphia,Savings,3369.57,2874.49,2540.59,904.03
241,24,Other,Washington,Savings,3005.17,-1758.45,1981.49,1463.07
242,51,Male,Las Vegas,Current,7085.42,3729.5,8639.15,195.79
243,39,Female,Boston,Current,4053.42,8666.98,9799.74,2759.35
244,37,Male,Charlotte,Savings,139.84,2151.65,4670.46,3617.72
245,60,Female,Detroit,Savings,9384.68,8866.97,9144.37,1011.49
246,40,Other,San Diego,Savings,1581.49,3100.73,7942.51,3060.67
247,65,Other,Las Vegas,Savings,1571.48,5022.99,3605.5,240.42
248,31,Male,Kansas City,Savings,8201.82,4223.66,2412.86,417.31
249,47,Male,Philadelphia,Current,3421.48,3681.59,2754.94,2722.29
250,40,Male,Sacramento,Savings,3348.94,909.05,5735.04,296.43
251,64,Other,New York,Savings,6261.71,5930.52,4576.09,2286.04
252,69,Female,Mesa,Current,684.48,5003.91,9627.43,320.35
253,36,Male,Fort Worth,Current,2445.92,58.99,4738.01,1746.38
254,56,Female,Kansas City,Savings,627.38,-3947.58,1874.38,4403.33
255,58,Male,Austin,Savings,2985.95,2583.84,2075.38,3732.0
256,53,Male,Fort Worth,Current,8712.31,10371.36,9151.72,2067.78
257,23,Male,Colorado Springs,Savings,9102.39,12488.32,5662.66,1751.44
258,40,Male,San Antonio,Current,3163.42,4638.41,9508.98,1823.61
259,27,Other,Austin,Current,1957.11,6166.49,9551.98,658.84
260,52,Other,Mesa,Current,1439.23,-3495.07,9665.04,1953.25
261,38,Male,Milwaukee,Current,4004.75,5418.04,9293.56,2937.41
262,49,Other,Tucson,Savings,8281.42,6469.64,8990.91,4239.71
263,47,Other,San Jose,Current,8541.37,3704.32,6587.25,3412.68
264,50,Other,Seattle,Savings,554.69,-1242.03,9565.37,3189.8
265,23,Other,Las Vegas,Current,2171.37,-613.0,8159.68,335.96
266,22,Female,Dallas,Savings,2111.39,5959.91,7131.21,713.68
267,32,Female,Milwaukee,Savings,8301.46,10498.8,9047.88,472.18
268,60,Other,Jacksonville,Current,4617.29,2747.98,8277.78,954.37
269,69,Female,Los Angeles,Savings,3747.11,6230.1,4432.05,3869.91
270,42,Male,Kansas City,Savings,9570.4,13470.2,3518.58,3101.83
271,30,Female,Charlotte,Savings,9261.04,7693.35,2356.87,2211.73
272,23,Male,Chicago,Current,4457.06,6217.59,9555.65,57.96
273,54,Female,Milwaukee,Savings,1370.49,2324.3,1771.88,3340.55
274,19,Female,Philadelphia,Savings,1792.93,-1718.14,7934.05,2696.95
275,34,Male,Chicago,Current,1209.63,5707.89,4477.15,414.14
276,41,Male,Austin,Current,6836.99,7773.83,5197.16,3503.75
277,29,Other,Charlotte,Savings,5591.4,5774.0,2090.43,1349.12
278,61,Female,Louisville,Current,5610.78,3698.24,2067.68,2420.03
279,31,Male,Jacksonville,Current,1073.94,-982.73,4161.14,1593.86
280,24,Other,Kansas City,Current,7953.42,11186.28,7418.23,1612.87
281,43,Male,San Antonio,Savings,5402.17,5839.27,3412.34,295.14
282,49,Other,Charlotte,Current,1000.6,-3108.68,7266.59,238.78
283,46,Other,Seattle,Current,7496.59,10370.78,9969.61,3888.99
284,63,Male,Seattle,Current,9814.85,7080.46,4821.95,16.42
285,56,Male,Las Vegas,Savings,4467.69,2879.04,9419.65,1438.06
286,26,Female,Los Angeles,Current,1244.98,3077.66,1714.77,4756.37
287,31,Female,Omaha,Savings,1103.85,1390.43,3821.11,3993.9
288,34,Other,Oklahoma City,Current,356.21,-3415.03,6390.97,2591.96
289,66,Male,Fresno,Savings,7726.94,10754.58,2933.09,3710.94
290,42,Female,Detroit,Current,6970.61,11852.99,4359.03,4718.94
291,47,Other,San Antonio,Current,5883.97,4109.7,5062.18,4699.36
292,62,Female,Kansas City,Savings,7679.73,4345.17,7067.37,2229.14
293,46,Other,Baltimore,Savings,9993.05,5394.52,2961.29,1612.06
294,46,Female,Phoenix,Current,4078.29,7639.58,4174.62,3740.67
295,35,Male,Austin,Current,7087.52,6876.37,9591.9,2050.93
296,48,Other,New York,Current,3833.9,6998.76,3395.71,774.01
297,36,Other,Fresno,Savings,3585.37,6316.87,7617.56,968.8
298,34,Female,New York,Current,8524.11,11025.68,8838.8,2715.58
299,23,Female,Denver,Current,5790.16,8559.85,7041.8,2545.9
300,29,Female,Los Angeles,Current,1294.07,3602.29,8097.28,2316.68
301,55,Male,Nashville,Savings,4094.81,7557.05,9856.36,1850.26
302,20,Female,Oklahoma City,Current,7985.89,7901.47,3986.62,1625.51
303,64,Female,El Paso,Savings,9405.98,10356.89,3323.49,941.17
304,52,Male,Nashville,Savings,6182.84,4349.57,5053.05,3409.23
305,64,Female,Las Vegas,Current,4002.72,6271.53,6744.88,2515.52
306,50,Male,Houston,Savings,2594.63,1933.5,1964.5,1846.73
307,46,Male,Fort Worth,Savings,4278.03,8380.56,1471.69,3886.96
308,20,Female,Washington,Current,5699.98,10347.64,2238.45,3162.06
309,22,Male,Oklahoma City,Current,143.73,3902.3,2502.57,3778.11
310,31,Female,Seattle,Current,2759.91,7404.71,1353.48,3222.2
311,53,Male,New York,Savings,6748.01,10466.68,6330.59,3125.05
312,45,Other,Baltimore,Savings,6764.97,4554.1,6223.48,2059.07
313,58,Female,Tucson,Savings,6564.77,8536.5,5314.23,1405.2
314,49,Other,Las Vegas,Current,9504.43,10344.76,2176.38,1155.45
315,35,Other,Columbus,Savings,5728.6,5287.23,9519.27,4493.32
316,59,Other,Mesa,Current,2770.31,1664.41,7348.88,1004.28
317,57,Other,Phoenix,Current,8134.97,5469.61,1912.87,3364.06
318,30,Female,Austin,Savings,3954.84,4638.23,6189.39,946.97
319,19,Male,Las Vegas,Savings,2468.98,7225.29,1357.96,4694.62
320,69,Female,Milwaukee,Savings,5611.82,4511.49,4641.09,980.17
321,42,Female,San Jose,Current,2961.44,-1208.38,8273.56,4274.29
322,37,Male,Indianapolis,Savings,4021.98,8117.89,5781.64,4675.61
323,24,Other,Las Vegas,Current,6962.26,7676.87,1864.16,1034.48
324,28,Male,San Jose,Savings,9959.89,13516.5,8620.43,4435.27
325,22,Other,Las Vegas,Current,6482.84,10605.17,1670.47,547.3
326,46,Female,Detroit,Savings,2837.15,7259.74,5384.6,3499.94
327,35,Male,Los Angeles,Savings,995.61,-3774.75,5624.47,2534.42
328,25,Male,Indianapolis,Current,3683.48,8334.7,7962.71,4805.58
329,44,Other,Kansas City,Savings,291.18,-1271.39,9870.84,2404.73
330,59,Male,New York,Savings,4701.07,6046.67,4590.0,342.16
331,19,Female,Austin,Current,6633.84,8627.52,6767.13,631.19
332,52,Male,Sacramento,Savings,5166.78,7497.16,5682.76,1607.23
333,43,Male,Memphis,Savings,8666.29,9843.38,1717.43,2344.87
334,40,Female,Atlanta,Current,4991.1,5430.66,8175.51,4789.63
335,22,Other,San Francisco,Savings,4677.56,1391.19,5704.6,2421.5
336,33,Male,Colorado Springs,Savings,3165.8,2286.34,6459.75,4650.09
337,59,Other,Louisville,Current,8392.38,3817.03,4046.42,4566.73
338,28,Male,Memphis,Savings,9045.63,7600.08,9233.28,843.63
339,36,Female,Chicago,Savings,9781.4,8784.95,7186.92,4596.41
340,33,Other,Jacksonville,Current,9813.97,8835.12,4212.96,1275.91
341,49,Male,Columbus,Savings,9806.19,8351.74,5471.24,4184.03
342,29,Other,Fort Worth,Savings,7148.39,10213.1,3750.84,4876.42
343,19,Male,Baltimore,Savings,5670.26,10562.06,6749.59,359.88
344,60,Female,Albuquerque,Current,1806.21,-630.27,8279.12,3407.06
345,39,Female,Albuquerque,Savings,7693.93,4691.54,4085.77,2131.26
346,43,Male,Albuquerque,Savings,7375.31,11589.88,8366.36,2275.69
347,50,Male,Detroit,Current,8439.78,6762.93,9342.06,2793.84
348,41,Other,New York,Current,4678.27,5585.85,4555.25,4727.19
349,22,Male,Los Angeles,Savings,8934.97,6761.17,3079.79,3160.63
350,38,Other,San Francisco,Savings,7214.88,8815.16,9491.14,4959.12
351,63,Male,Baltimore,Current,1794.14,6126.13,1492.79,4826.23
352,35,Female,Colorado Springs,Current,2148.34,-2741.58,5350.06,4281.53
353,56,Other,San Antonio,Current,8161.23,4716.53,8013.22,3495.69
354,22,Other,Portland,Savings,4314.36,7586.63,1413.25,1159.11
355,25,Female,Dallas,Current,2565.23,-1008.73,6763.7,2864.88
356,38,Other,Washington,Savings,4283.51,1939.86,8551.31,1169.05
357,64,Female,Fresno,Savings,1697.64,4845.32,3682.38,4771.23
358,22,Female,New York,Savings,8928.19,9293.78,3792.92,4794.0
359,30,Female,Dallas,Current,808.24,-1664.07,1304.35,1662.92
360,36,Male,Oklahoma City,Current,3597.09,5265.6,5959.12,240.54
361,46,Female,Denver,Current,5613.59,5338.22,1552.98,4138.9
362,19,Other,Mesa,Current,8749.09,11477.52,1019.99,1760.46
363,54,Male,Omaha,Savings,7837.33,6029.65,2142.22,1597.56
364,43,Female,Houston,Savings,321.99,-2635.17,4911.95,2899.75
365,46,Female,Dallas,Current,8269.96,5699.19,7720.43,2.38
366,22,Female,Washington,Savings,6417.39,7805.73,7076.06,1874.86
367,49,Other,Seattle,Current,1420.15,4124.67,3811.15,2081.83
368,55,Male,Fort Worth,Savings,6213.03,8113.11,3888.88,4853.94
369,65,Male,Colorado Springs,Savings,8197.15,12803.52,6918.43,791.94
370,19,Male,Dallas,Current,6060.91,4176.5,7366.03,753.08
371,22,Other,Philadelphia,Savings,9991.55,9781.2,7505.92,3096.8
372,64,Female,Denver,Savings,5119.33,8939.56,2425.63,390.94
373,50,Male,San Antonio,Savings,6764.0,1945.22,1585.88,3105.37
374,68,Female,Indianapolis,Current,796.7,1651.93,5541.14,2037.22
375,52,Other,Phoenix,Savings,8150.66,3286.47,4588.12,13.14
376,36,Male,Indianapolis,Savings,6278.62,9368.42,9363.51,2203.22
377,32,Other,New York,Savings,5656.3,1417.84,1051.83,3693.8
378,52,Male,Atlanta,Current,7117.21,9486.96,8280.49,663.01
379,25,Male,Colorado Springs,Savings,5649.05,8765.43,9926.93,917.79
380,64,Female,Denver,Current,7687.87,3480.99,8653.42,1172.33
381,18,Other,Atlanta,Current,5876.8,962.63,8332.99,1949.43
382,55,Male,San Francisco,Savings,5248.53,6180.67,1202.27,4745.81
383,39,Male,Detroit,Savings,1436.69,-3058.06,8788.67,352.76
384,34,Other,Washington,Savings,4771.12,8110.81,6257.29,4108.37
385,33,Female,San Diego,Savings,5428.52,10163.36,6885.88,4003.66
386,62,Other,Tucson,Savings,6283.28,7880.63,4572.52,2328.44
387,18,Male,Los Angeles,Savings,4613.33,5833.87,9496.02,680.19
