,trading_volume,volume_weighted,open_price,close_price,highest_price,lowest_price,timestamp,transactions,Symbol,price_range,volatility,price_change_percentage
38,508351477.0,173.1708,172.48,175.16,176.39,170.4201,1683432000000,5087634,AAPL,5.9698999999999955,2.680000000000007,1.5538033395176292
39,616370594.0,168.2706,165.0,173.57,174.3,162.8,1682222400000,5966844,AAPL,11.5,8.569999999999993,5.19393939393939
40,512276199.0,164.3269,161.42,165.02,168.16,159.78,1681012800000,5119241,AAPL,8.379999999999995,3.6000000000000227,2.2302069136414464
41,467804539.0,162.4348,159.94,164.66,166.84,155.98,1679803200000,4458346,AAPL,10.860000000000014,4.719999999999999,2.951106664999374
42,757309847.0,155.6811,147.805,160.25,162.14,147.7,1678597200000,6329477,AAPL,14.439999999999998,12.444999999999993,8.41987754135516
43,587321478.0,150.1021,147.71,148.5,156.3,143.9,1677387600000,4921595,AAPL,12.400000000000006,0.789999999999992,0.5348317649448189
44,529888888.0,151.3726,150.952,146.71,156.33,145.7202,1676178000000,4377072,AAPL,10.609800000000007,4.24199999999999,-2.8101648206052188
45,810327861.0,150.0156,144.955,151.01,157.38,141.32,1674968400000,6535010,AAPL,16.060000000000002,6.054999999999978,4.177158428477788
46,610414110.0,139.6199,134.83,145.93,147.23,133.77,1673758800000,5004668,AAPL,13.45999999999998,11.099999999999994,8.232589186382848
47,703024911.0,129.2194,130.28,134.76,134.92,124.17,1672549200000,6102384,AAPL,10.749999999999986,4.47999999999999,3.438747313478654
48,690602566.0,130.9821,135.11,129.93,136.81,125.87,1671339600000,5681201,AAPL,10.939999999999998,5.180000000000007,-3.833913107838063
49,846175075.0,141.6419,147.77,134.51,150.9199,133.73,1670130000000,6173371,AAPL,17.189900000000023,13.26000000000002,-8.973404615280515
50,605095024.0,146.6041,150.16,147.81,151.83,140.355,1668920400000,4699774,AAPL,11.475000000000023,2.3499999999999943,-1.5649973361747431
51,843675953.0,145.3749,137.11,151.29,153.59,134.5933,1667707200000,6432610,AAPL,18.996700000000004,14.179999999999978,10.342061118809697
52,1022800422.0,147.7711,147.185,138.38,157.5,134.38,1666497600000,8300631,AAPL,23.120000000000005,8.805000000000007,-5.982267214729767
53,767304967.0,141.3567,138.13,139.56,144.42,137.46,1729396800000,5173656,NVDA,6.9599999999999795,1.4300000000000068,1.0352566422934966
54,2608885828.0,133.9859,124.99,138.0,140.89,124.95,1728187200000,17306388,NVDA,15.939999999999984,13.010000000000005,10.408832706616533
55,2662534531.0,120.9248,116.55,124.92,127.665,114.86,1726977600000,16562040,NVDA,12.805000000000007,8.370000000000005,7.181467181467186
56,2998782753.0,114.6387,104.88,116.0,120.79,103.69,1725768000000,18197927,NVDA,17.10000000000001,11.120000000000005,10.60259344012205
57,3395106567.0,116.0867,129.57,102.83,131.26,100.95,1724558400000,23771654,NVDA,30.309999999999988,26.739999999999995,-20.63749324689357
58,3130625040.0,122.1738,106.32,129.37,130.75,106.26,1723348800000,19467728,NVDA,24.489999999999995,23.05000000000001,21.67983446200152
59,4236677347.0,106.4404,113.69,104.75,120.16,90.69,1722139200000,29850377,NVDA,29.47,8.939999999999998,-7.863488433459405
60,2813009212.0,119.0661,130.56,113.06,131.39,106.3,1720929600000,21756120,NVDA,25.08999999999999,17.5,-13.403799019607842
61,2305280970.0,128.1654,123.47,129.24,136.15,118.83,1719720000000,16676352,NVDA,17.320000000000007,5.77000000000001,4.673199967603474
62,3432378060.0,127.3123,132.99,123.54,140.76,118.04,1718510400000,23539915,NVDA,22.719999999999985,9.450000000000003,-7.105797428378076
63,3807345288.0,121.0719,113.621,131.88,132.84,112.003,1717300800000,17347200,NVDA,20.837000000000003,18.259,16.070092676529868
64,4727700900.0,105.7863,93.75,109.633,115.8192,93.18,1716091200000,11469971,NVDA,22.639199999999988,15.882999999999996,16.941866666666662
65,3520265000.0,91.4527,89.39,92.479,95.819,88.231,1714881600000,7237512,NVDA,7.588000000000008,3.0889999999999986,3.455643808032217
66,4588855020.0,83.8206,78.104,88.789,89.281,76.4,1713672000000,9091100,NVDA,12.881,10.685000000000002,13.68047731230155
67,4695919320.0,85.495,88.7,76.2,90.739,75.606,1712462400000,9558304,NVDA,15.13300000000001,12.5,-14.092446448703495
68,4173141880.0,90.8691,93.941,88.008,96.766,85.88,1711252800000,8148577,NVDA,10.88600000000001,5.933000000000007,-6.315666216029217
69,6103377770.0,89.3313,86.429,94.289,94.778,84.166,1710046800000,12271218,NVDA,10.612000000000009,7.859999999999999,9.09416978097629
70,5739986620.0,85.1374,79.7,87.528,97.4,77.125,1708837200000,11506122,NVDA,20.275000000000006,7.828000000000003,9.821831869510667
71,5725172860.0,73.5392,72.6,78.817,82.394,66.248,1707627600000,11358394,NVDA,16.146,6.216999999999999,8.5633608815427
72,4759719810.0,66.5195,61.232,72.133,72.185,60.7,1706418000000,8056055,NVDA,11.485,10.900999999999996,17.802782858636
73,4138728510.0,59.0453,55.018,61.031,62.849,54.74,1705208400000,6395891,NVDA,8.108999999999995,6.012999999999998,10.9291504598495
74,4345428540.0,51.6919,49.244,54.71,55.346,47.32,1703998800000,6190467,NVDA,8.025999999999996,5.466000000000001,11.09982942084315
75,2938126410.0,49.3523,49.4,49.522,50.433,48.098,1702789200000,4209644,NVDA,2.335000000000001,0.12199999999999989,0.24696356275303621
76,4100168990.0,47.0761,46.077,48.89,49.404,45.01,1701579600000,5671850,NVDA,4.3940000000000055,2.8130000000000024,6.10499815526185
77,4241800280.0,48.3925,49.312,46.765,50.548,46.187,1700370000000,6025411,NVDA,4.361000000000004,2.546999999999997,-5.165071382219332
78,3994819360.0,47.9072,45.2845,49.298,49.96,44.899,1699156800000,5555435,NVDA,5.061,4.0135000000000005,8.86285594408683
79,4413348500.0,41.9664,41.229,45.005,45.309,39.23,1697947200000,5911501,NVDA,6.079000000000001,3.7760000000000034,9.158601954934642
80,4904789120.0,44.4366,44.842,41.387,47.609,41.078,1696737600000,6702417,NVDA,6.530999999999999,3.4549999999999983,-7.704830293028854
81,4182643690.0,43.5205,41.591,45.762,45.789,41.177,1695528000000,5375509,NVDA,4.612000000000002,4.170999999999999,10.02861195931812
82,4267290540.0,43.8073,46.148,41.61,46.163,40.98,1694318400000,5858269,NVDA,5.183,4.538000000000004,-9.83357891999654
83,4872103150.0,47.7504,46.482,45.572,49.927,44.888,1693108800000,6582403,NVDA,5.0390000000000015,0.9099999999999966,-1.9577470848930696
84,7224556070.0,45.5252,40.486,46.018,50.266,40.311,1691899200000,9904289,NVDA,9.954999999999998,5.532000000000004,13.663982611273044
85,3995985390.0,43.9718,46.754,40.855,47.13,40.639,1690689600000,5652862,NVDA,6.491,5.899000000000001,-12.617102280018825
86,4891928490.0,45.8499,46.289,46.75,47.896,44.04,1689480000000,6161867,NVDA,3.8560000000000016,0.4609999999999985,0.9959169565123431
87,3563198070.0,43.8444,42.517,45.469,48.088,41.346,1688270400000,4989880,NVDA,6.742000000000004,2.951999999999998,6.943105110896814
88,4299188320.0,41.9941,42.998,42.302,43.99,40.1,1687060800000,5745587,NVDA,3.8900000000000006,0.695999999999998,-1.6186799386017907
89,5108117790.0,40.4548,38.909,42.692,43.721,37.356,1685851200000,6870694,NVDA,6.364999999999995,3.7830000000000013,9.722686267958574
90,6749841430.0,37.4387,30.901,39.327,41.938,29.806,1684641600000,9142549,NVDA,12.132000000000001,8.425999999999998,27.267725963561045
91,4022801440.0,29.6848,28.522,31.264,31.828,28.046,1683432000000,4839589,NVDA,3.782,2.742000000000001,9.613631582637968
92,3830656800.0,27.6508,27.013,28.68,29.0584,26.225,1682222400000,4454925,NVDA,2.8333999999999975,1.666999999999998,6.171102802354414
93,3960538160.0,27.1746,26.823,27.119,28.11,26.22,1681012800000,4579443,NVDA,1.8900000000000006,0.2959999999999994,1.1035305521380883
94,3588577150.0,27.0573,26.837,27.037,28.0,25.85,1679803200000,4261562,NVDA,2.1499999999999986,0.1999999999999993,0.7452397808995018
95,5652409900.0,25.565,22.752,26.779,27.589,22.297,1678597200000,6221667,NVDA,5.291999999999998,4.027000000000001,17.699542897327714
96,4612919180.0,23.499,23.67,22.965,24.454,22.432,1677387600000,4998584,NVDA,2.022000000000002,0.7050000000000018,-2.9784537389100203
97,5080188090.0,22.3405,21.538,23.286,23.888,20.421,1676178000000,5559772,NVDA,3.4670000000000023,1.748000000000001,8.115888197604239
98,5390074960.0,21.1563,19.95,21.265,23.02,18.95,1674968400000,5539089,NVDA,4.07,1.3150000000000013,6.591478696741861
99,4601165380.0,18.4925,16.899,20.365,20.628,16.731,1673758800000,4133719,NVDA,3.8969999999999985,3.4659999999999975,20.510089354399653
100,3866852780.0,15.3979,14.851,16.899,16.922,14.034,1672549200000,3691985,NVDA,2.888,2.048,13.790317150360245
101,3477506620.0,15.1906,16.572,14.614,16.627,13.884,1671339600000,3233597,NVDA,2.7429999999999986,1.9579999999999984,-11.81510982379917
102,4624311440.0,17.0682,16.679,16.571,18.79,15.667,1670130000000,4913592,NVDA,3.1229999999999993,0.10799999999999699,-0.647520834582391
103,3482690480.0,16.1855,15.147,16.876,17.265,15.08,1668920400000,3213865,NVDA,2.1850000000000005,1.729000000000001,11.41480161088005
104,5742198760.0,15.5199,14.228,15.409,16.998,13.759,1667707200000,5080910,NVDA,3.2390000000000008,1.181000000000001,8.30053415799832
105,5366812530.0,13.4141,12.508,14.156,14.229,12.064,1666497600000,4544485,NVDA,2.164999999999999,1.6480000000000015,13.175567636712518
106,54346447.0,424.4718,416.12,424.6,431.08,413.7501,1729396800000,1160660,MSFT,17.32990000000001,8.480000000000018,2.037873690281654
107,157091484.0,416.1797,416.0,418.16,424.04,408.17,1728187200000,3378008,MSFT,15.870000000000005,2.160000000000025,0.5192307692307752
108,151363031.0,425.3557,434.28,416.06,436.46,414.29,1726977600000,3265166,MSFT,22.16999999999996,18.21999999999997,-4.195449940130785
109,204450737.0,428.2968,407.24,435.27,441.85,402.15,1725768000000,3613102,MSFT,39.700000000000045,28.029999999999973,6.882919163147032
110,143165437.0,411.3265,416.365,401.7,422.05,400.8,1724558400000,3135978,MSFT,21.25,14.66500000000002,-3.522150036626522
111,171798360.0,417.5939,407.06,416.79,426.7899,404.2434,1723348800000,3355314,MSFT,22.54649999999998,9.730000000000018,2.3903110106618235
112,265213399.0,409.3278,431.58,406.02,432.15,385.58,1722139200000,5656389,MSFT,46.56999999999999,25.560000000000002,-5.922424579452246
113,193756258.0,436.6497,453.3,425.27,457.26,417.27,1720929600000,4737739,MSFT,39.99000000000001,28.03000000000003,-6.183542907566739
114,140827381.0,459.3979,448.66,453.55,468.35,445.66,1719720000000,3731388,MSFT,22.689999999999998,4.889999999999986,1.0899121829447658
115,169079126.0,448.7696,442.585,446.95,456.17,440.72,1718510400000,3407402,MSFT,15.449999999999989,4.365000000000009,0.9862512285775634
116,150539967.0,427.8197,415.525,442.57,443.4,408.9234,1717300800000,3602343,MSFT,34.47659999999996,27.045000000000016,6.508633656218042
117,182498564.0,422.9986,420.21,415.13,433.6,404.51,1716091200000,3577564,MSFT,29.090000000000032,5.079999999999984,-1.2089193498488815
118,150889455.0,415.3554,408.76,420.21,425.42,406.3701,1714881600000,3289105,MSFT,19.049900000000036,11.449999999999989,2.801154711811329
119,222158849.0,400.9109,400.08,406.66,413.0,388.03,1713672000000,4469771,MSFT,24.970000000000027,6.580000000000041,1.644671065786853
120,176911055.0,416.1791,425.17,399.12,429.37,397.77,1712462400000,3720650,MSFT,31.600000000000023,26.05000000000001,-6.1269609803137595
121,160012419.0,422.2426,425.24,425.52,428.67,417.57,1711252800000,3144384,MSFT,11.100000000000023,0.2799999999999727,0.0658451697864671
122,231585773.0,419.5712,403.762,428.74,430.82,401.26,1710046800000,3937425,MSFT,29.560000000000002,24.97800000000001,6.186317682198921
123,197436022.0,408.351,411.455,406.22,417.35,398.39,1708837200000,3868662,MSFT,18.960000000000036,5.234999999999957,-1.2723141048231172
124,199643682.0,407.3152,420.555,410.34,420.74,397.22,1707627600000,3715982,MSFT,23.519999999999982,10.215000000000032,-2.428933195420345
125,273933176.0,408.292,406.06,420.55,420.82,397.21,1706418000000,4584349,MSFT,23.610000000000014,14.490000000000009,3.568438161848005
126,212281063.0,396.8764,393.66,403.93,407.01,384.81,1705208400000,3524688,MSFT,22.19999999999999,10.269999999999982,2.6088502768886808
127,209128422.0,375.9433,373.86,388.47,390.68,366.5,1703998800000,3451169,MSFT,24.180000000000007,14.610000000000014,3.907879955063396
128,164060162.0,373.5743,369.45,376.04,377.16,368.68,1702789200000,2717492,MSFT,8.480000000000018,6.590000000000032,1.783732575450002
129,324436929.0,370.2166,369.1,370.73,377.6361,362.9,1701579600000,4053365,MSFT,14.736100000000022,1.6299999999999955,0.44161473855323635
130,249230303.0,376.9153,371.22,374.51,384.3,371.0,1700370000000,3836992,MSFT,13.300000000000011,3.2899999999999636,0.8862669037228498
131,270789104.0,366.5342,353.45,369.85,376.35,353.35,1699156800000,3904589,MSFT,23.0,16.400000000000034,4.639977365964079
132,296923134.0,338.2871,325.47,352.8,354.39,324.39,1697947200000,4382206,MSFT,30.0,27.329999999999984,8.397087289151068
133,214415457.0,330.6969,324.75,326.67,336.88,323.18,1696737600000,3314101,MSFT,13.699999999999989,1.920000000000016,0.5912240184757555
134,211636582.0,316.6096,316.59,327.26,329.19,309.45,1695528000000,3460983,MSFT,19.74000000000001,10.670000000000016,3.370289649072939
135,220202327.0,328.9692,337.24,317.01,340.86,315.0,1694318400000,3306804,MSFT,25.860000000000014,20.230000000000018,-5.99869529118729
136,164612152.0,329.6402,325.66,334.27,336.16,321.722,1693108800000,2551138,MSFT,14.438000000000045,8.609999999999957,2.643861696247607
137,208470055.0,321.5574,321.39,322.98,332.98,311.5508,1691899200000,3241243,MSFT,21.429200000000037,1.5900000000000318,0.49472603379073155
138,219784678.0,328.1389,336.92,321.01,338.54,319.21,1690689600000,3768785,MSFT,19.33000000000004,15.910000000000025,-4.722189243737393
139,422850777.0,346.2194,345.678,338.37,366.78,329.05,1689480000000,6150305,MSFT,37.72999999999996,7.307999999999993,-2.1141061913109866
140,218433135.0,338.0648,339.19,345.24,351.43,327.0,1688270400000,3640306,MSFT,24.430000000000007,6.050000000000011,1.7836610749137685
141,208118646.0,335.8619,339.31,340.54,342.73,328.49,1687060800000,3240701,MSFT,14.240000000000009,1.2300000000000182,0.3625003683946887
142,286685066.0,335.0356,335.22,342.33,351.47,322.5,1685851200000,4348207,MSFT,28.970000000000027,7.109999999999957,2.1209951673527705
143,286215243.0,326.581,318.6,335.4,337.5,312.61,1684641600000,4006467,MSFT,24.889999999999986,16.799999999999955,5.273069679849327
144,245232259.0,311.69,310.13,318.34,319.04,306.09,1683432000000,3357888,MSFT,12.950000000000045,8.20999999999998,2.6472769483764806
145,340594212.0,298.6524,282.09,310.65,311.97,275.37,1682222400000,4809224,MSFT,36.60000000000002,28.560000000000002,10.124428373923218
146,228732299.0,286.4443,289.208,285.76,291.755,281.64,1681012800000,3266847,MSFT,10.115000000000009,3.448000000000036,-1.192221515310792
147,234028022.0,283.4464,280.5,291.6,292.08,272.0451,1679803200000,3084511,MSFT,20.034899999999993,11.100000000000023,3.957219251336906
148,414951181.0,271.2383,247.4,280.57,283.33,245.73,1678597200000,5220154,MSFT,37.599999999999994,33.16999999999999,13.407437348423601
149,244542280.0,252.1317,252.46,248.59,260.12,245.61,1677387600000,3187862,MSFT,14.509999999999991,3.8700000000000045,-1.5329161055216687
150,275095804.0,261.5948,267.64,249.22,274.97,248.1,1676178000000,3448219,MSFT,26.870000000000033,18.419999999999987,-6.882379315498427
151,348876744.0,260.2041,244.51,263.1,276.76,242.2,1674968400000,4254980,MSFT,34.56,18.590000000000032,7.602961024089007
152,322334657.0,240.3887,237.97,248.16,249.83,230.68,1673758800000,3883784,MSFT,19.150000000000006,10.189999999999998,4.282052359541118
153,291194324.0,230.1838,243.08,239.23,245.75,219.35,1672549200000,3700197,MSFT,26.400000000000006,3.8500000000000227,-1.5838407108770867
154,204216408.0,239.3824,244.86,239.82,245.615,233.87,1671339600000,2358179,MSFT,11.745000000000005,5.0400000000000205,-2.0583190394511233
155,339504166.0,249.7797,252.01,244.69,263.915,242.205,1670130000000,3304540,MSFT,21.710000000000008,7.319999999999993,-2.9046466410063068
156,212686000.0,247.3175,241.43,255.02,256.12,238.21,1668920400000,2418371,MSFT,17.909999999999997,13.590000000000003,5.628960775380029
157,307764825.0,237.6828,221.99,241.22,247.99,221.28,1667707200000,3341116,MSFT,26.710000000000008,19.22999999999999,8.662552367223745
158,394076910.0,230.6825,243.76,221.39,251.04,213.431,1666497600000,4691497,MSFT,37.60899999999998,22.370000000000005,-9.177059402691173
159,83571852.0,187.8394,188.05,184.71,191.5201,183.69,1729396800000,1059609,AMZN,7.830100000000016,3.3400000000000034,-1.7761233714437668
160,281323300.0,186.0699,182.95,188.99,190.74,180.25,1728187200000,3666403,AMZN,10.490000000000009,6.0400000000000205,3.3014484831921402
161,339079403.0,188.4231,191.64,186.51,195.37,180.875,1726977600000,3967884,AMZN,14.495000000000005,5.1299999999999955,-2.6768941765810874
162,379038970.0,185.7186,174.53,191.6,191.84,173.51,1725768000000,3940947,AMZN,18.330000000000013,17.069999999999993,9.780553486506614
163,293049418.0,174.6382,176.7,171.39,179.875,168.92,1724558400000,3605675,AMZN,10.955000000000013,5.310000000000002,-3.0050933786078113
164,323200875.0,175.158,168.14,177.04,182.385,166.1101,1723348800000,3902605,AMZN,16.274900000000002,8.900000000000006,5.2932080409182864
165,587145299.0,169.9839,183.84,166.94,190.6,151.61,1722139200000,7063576,AMZN,38.98999999999998,16.900000000000006,-9.192776327241083
166,406010452.0,185.6599,194.56,182.5,196.62,176.8,1720929600000,5227361,AMZN,19.819999999999993,12.060000000000002,-6.1986019736842115
167,322720516.0,197.9455,193.49,194.49,201.2,192.82,1719720000000,4079883,AMZN,8.379999999999995,1.0,0.5168225748100677
168,479472854.0,189.8253,182.52,193.25,199.84,181.22,1718510400000,4624165,AMZN,18.620000000000005,10.72999999999999,5.878807801884719
169,302388315.0,183.3521,177.7,183.66,188.35,175.92,1717300800000,3716973,AMZN,12.430000000000007,5.960000000000008,3.3539673607203198
170,313944853.0,180.9298,184.34,176.44,186.665,173.87,1716091200000,3719510,AMZN,12.794999999999987,7.900000000000006,-4.285559292611482
171,378465466.0,186.6292,186.28,184.7,191.7,182.73,1714881600000,4216259,AMZN,8.969999999999999,1.5800000000000125,-0.8481855271634167
172,527965590.0,179.4107,176.94,186.21,187.87,166.32,1713672000000,5630439,AMZN,21.55000000000001,9.27000000000001,5.239064089521878
173,384324917.0,183.5907,186.9,174.63,189.77,173.44,1712462400000,4401034,AMZN,16.330000000000013,12.27000000000001,-6.5650080256821886
174,306919743.0,181.1442,178.01,185.07,186.27,177.24,1711252800000,3394171,AMZN,9.030000000000001,7.060000000000002,3.966069321948207
175,360172276.0,176.244,174.31,178.87,181.415,171.47,1710046800000,3821481,AMZN,9.944999999999993,4.560000000000002,2.616028914003788
176,367857503.0,175.6197,175.7,175.35,180.14,172.27,1708837200000,4073358,AMZN,7.869999999999976,0.3499999999999943,-0.1992031872509928
177,449175442.0,170.7221,174.8,174.99,175.75,165.74,1707627600000,4490099,AMZN,10.009999999999991,0.18999999999999773,0.10869565217391175
178,577714415.0,166.4281,159.34,174.45,175.0,154.81,1706418000000,5697995,AMZN,20.189999999999998,15.109999999999985,9.48286682565582
179,388801999.0,155.3255,153.53,159.12,160.72,149.91,1705208400000,3602768,AMZN,10.810000000000002,5.590000000000003,3.640982218458935
180,422287469.0,150.1089,151.54,154.62,157.17,144.05,1703998800000,3879433,AMZN,13.119999999999976,3.0800000000000125,2.032466675465232
181,345023713.0,153.3744,150.56,151.94,155.63,150.05,1702789200000,3267196,AMZN,5.579999999999984,1.3799999999999955,0.9165781083953211
182,546119668.0,147.1506,145.25,149.97,150.57,142.81,1701579600000,4237629,AMZN,7.759999999999991,4.719999999999999,3.249569707401032
183,424131426.0,146.0865,145.13,147.03,149.26,141.5,1700370000000,3623065,AMZN,7.759999999999991,1.9000000000000057,1.3091710879900817
184,483665506.0,142.8481,138.76,145.18,147.29,138.36,1699156800000,4208121,AMZN,8.929999999999978,6.420000000000016,4.626693571634489
185,676340328.0,129.1244,124.63,138.6,139.49,118.35,1697947200000,5956004,AMZN,21.140000000000015,13.969999999999999,11.20917917034422
186,474788387.0,129.8814,126.22,125.17,134.48,124.76,1696737600000,4173929,AMZN,9.719999999999985,1.0499999999999972,-0.8318808429725852
187,532702125.0,126.865,129.36,127.96,131.78,123.04,1695528000000,4609961,AMZN,8.739999999999995,1.40000000000002,-1.0822510822510976
188,606970952.0,138.7572,138.75,129.12,145.86,128.52,1694318400000,4906057,AMZN,17.340000000000003,9.629999999999995,-6.940540540540538
189,377428254.0,136.2811,133.78,138.23,139.96,131.85,1693108800000,3426818,AMZN,8.110000000000014,4.449999999999989,3.3263567050381138
190,433415134.0,135.1005,138.3,133.26,141.2778,130.58,1691899200000,3933471,AMZN,10.6978,5.0400000000000205,-3.6442516268980625
191,653628648.0,137.0511,133.2,138.41,143.63,126.41,1690689600000,5892127,AMZN,17.22,5.210000000000008,3.9114114114114176
192,588555511.0,131.0292,134.56,132.21,135.99,126.11,1689480000000,4704415,AMZN,9.88000000000001,2.3499999999999943,-1.7464328180737176
193,428246262.0,130.5815,130.82,134.68,136.65,125.915,1688270400000,3920943,AMZN,10.735,3.8600000000000136,2.9506191713805334
194,525207971.0,128.4368,124.97,130.36,131.49,123.85,1687060800000,4176087,AMZN,7.640000000000015,5.390000000000015,4.313035128430835
195,601771918.0,125.1997,123.36,125.49,128.41,120.63,1685851200000,4787255,AMZN,7.780000000000001,2.1299999999999955,1.7266536964980508
196,617763933.0,118.9314,116.77,124.25,126.39,113.78,1684641600000,4821161,AMZN,12.61,7.480000000000004,6.40575490280038
197,614587445.0,112.1544,105.04,116.25,118.6,104.7001,1683432000000,4707187,AMZN,13.899899999999988,11.209999999999994,10.672124904798165
198,804466856.0,105.926,107.655,105.655,110.86,101.15,1682222400000,6151210,AMZN,9.709999999999994,2.0,-1.8577864474478658
199,555665315.0,102.5543,100.96,106.96,108.15,97.705,1681012800000,4543895,AMZN,10.445000000000007,6.0,5.942947702060223
200,424323482.0,101.0882,99.07,102.06,104.2,96.29,1679803200000,3394231,AMZN,7.909999999999997,2.990000000000009,3.018068032704158
